run_id,scenario_id,F27,F29,F30,F31
0,ca-committed,1.904116508333763,1.0137962630194413,2.8189000290218513,0.002153371026101038
1,ca-committed,3.5349168339100396,0.9432331384293826,3.4954832238268954,0.001227170651295538
2,ca-committed,3.2981044893583036,0.9671884612368217,2.613307075752925,-0.0004359457842383412
3,ca-committed,2.9522414401948245,0.884211317320605,1.9714894401763883,0.001878330598612756
4,ca-committed,2.7381317792605557,0.8020573158177656,4.297856157637813,0.000735827300834466
5,ca-committed,3.017253599095876,1.0144823648270482,2.6400170600358406,0.003153959976969295
6,ca-committed,3.846275978384936,0.8577243865352209,2.1136904079298198,0.0005098952489032153
7,ca-committed,4.791327784818506,0.856373896327482,2.0168524323605395,0.003702438503357155
8,ca-committed,2.932569143969851,1.1089782360685867,3.1168891148352347,-0.00070108281400225
9,ca-committed,3.334222563000144,1.1088585051354132,3.157513147314716,-0.00036002213054966514
10,ca-committed,2.1512288499982266,0.8278137250417942,2.851084968787561,0.0012731231040445654
11,ca-committed,3.254480689282291,0.866997662005693,1.909214551457645,0.002449010177716275
12,ca-committed,3.4214702623083966,1.011365269940875,1.7108334915050385,0.0005774968145258397
13,ca-committed,2.750356020630182,0.9385466214767235,2.8561058615024324,-0.000706265623132059
14,ca-committed,3.9845527544727584,0.9961332592491932,3.9306445575512807,0.0022677896520919443
15,ca-committed,4.653428231014406,1.1961999321877153,3.780599010642563,0.0033689195358386583
16,ca-committed,3.4238461823100472,0.9894477704167014,3.7258182200479877,-0.0003033304959717342
17,ca-committed,3.269829529932193,0.9062435078270101,4.608394988461313,-0.00034990271217897196
18,ca-committed,3.582648213213174,1.0165958259046841,1.7005494569448012,0.0017221877819454158
19,ca-committed,4.427221979770897,1.1325739175458605,2.004911332980133,0.0031287197992641565
20,ca-committed,2.9111484982744207,1.032952537057338,4.460783799558238,-0.0016235757876321797
21,ca-committed,3.7262080073683377,1.2870265889014314,1.7758196388046428,-0.00016639923485598374
22,ca-committed,2.1479365572488196,1.086542634115512,1.6756379462329523,0.003720320318002087
23,ca-committed,2.794149104282213,1.0001348597072657,2.688640179547639,0.003313942798893078
24,ca-committed,2.9292590019402116,1.1533376792213057,4.656000691349147,0.0015038393176311725
25,ca-committed,3.4261877159283634,1.3936965563350987,2.7960423550225633,0.0017917206182915038
26,ca-committed,4.174830125684764,1.1474190357786793,3.6089093431520842,0.003754347376795707
27,ca-committed,3.2176133881321447,0.9899839743546195,2.428075258346762,0.00096413929421745
28,ca-committed,3.183198029821372,1.2386912948264794,2.6769527047628476,-0.00085420342631464
29,ca-committed,4.479340820956671,1.2058758946473218,2.8569210984511573,0.0004127716346279762
30,ca-committed,3.1067319675142926,1.216817098088754,4.173064709692624,0.0008695471453285988
31,ca-committed,2.3590689187324485,1.0870697011187849,3.2753425474632567,0.0031369258309987946
32,ca-committed,3.280443338063587,0.7914579850201034,3.730223161996447,-0.0009682874096931698
33,ca-committed,2.788126425614715,1.1173943928534402,2.358928900999574,0.002860129330759793
34,ca-committed,3.1691337330592972,1.2056822792973214,2.247650722215437,0.0016942125502669126
35,ca-committed,3.4670733456301317,1.1251086547809734,2.7980894265515075,0.004577286236711141
36,ca-committed,4.052969939687076,1.0510423147387353,3.5446080560661866,0.003365353820495471
37,ca-committed,3.071175454768375,1.1205031240522216,2.422092004260386,-0.0005323324531433164
38,ca-committed,2.7841624182891334,0.975813689902021,1.8889276471692074,0.002956940989255605
39,ca-committed,3.1199022898279676,0.7613391056681768,3.7554193399233053,0.004004986776030803
40,ca-committed,1.8026662322789275,1.0914644722119748,3.24885695471569,0.0018475603859418723
41,ca-committed,3.643105317419013,1.051443204826989,1.7789950621584865,0.001957371947779522
42,ca-committed,3.5907222890541046,0.8934942675595319,2.226131805600108,0.0034741809541541163
43,ca-committed,3.0705672991193516,0.8724720971982646,1.1100399096224096,0.0004200982399970195
44,ca-committed,3.1541883603596395,0.8549001998693272,1.775111679065882,0.0016183394828254724
45,ca-committed,2.91183227792018,0.8786939632535841,3.241644299163174,-0.0009936750066370133
46,ca-committed,3.9749793001061464,1.008704401513512,1.7746783184612562,0.00442236231683681
47,ca-committed,3.80095376759064,0.9774462841166593,2.994363418120216,0.0031846145919027873
48,ca-committed,2.501497270358678,1.0136526524432572,2.105864725704379,-0.00031060378369819966
49,ca-committed,3.701433110226983,1.0454796005211588,1.9318431812614998,-0.0003449940435629504
50,ca-committed,3.163962724505777,1.0541911871054905,4.520418326922578,-0.000539801571625083
51,ca-committed,3.4175428442519227,0.8043722753436647,2.5830140733970746,0.0013802157328920552
52,ca-committed,3.3883223894364143,1.1157405514338694,1.744994477515788,0.0015465267980142511
53,ca-committed,3.9278201657549454,1.014568774212023,1.5059438705518957,0.0013649927169131911
54,ca-committed,2.905569512892686,0.8026953285000625,3.976273554248546,0.0034976612700386906
55,ca-committed,2.987063102654851,0.9122105298182144,2.9080161405751417,0.003000525299360581
56,ca-committed,4.043764827926187,1.2309106271643704,4.000152851654065,0.004367511818671468
57,ca-committed,3.545366601403823,1.1573186398881463,2.2094140741530146,0.0021032871540647416
58,ca-committed,2.6759025382109813,1.1950250835446363,1.492004719601574,0.006047380960217477
59,ca-committed,2.4577390011584574,1.0992317909581086,3.1817596651843316,0.0008865706665246222
60,ca-committed,3.521813157008509,1.0779412040947438,1.9301516476270637,0.002415080465758901
61,ca-committed,3.0035745357737036,0.9551637764484386,2.694090509964649,0.003333440138828521
62,ca-committed,3.7953609693564525,0.8410291240313463,1.7922983160553412,0.0014293397132793485
63,ca-committed,2.7472301310233167,1.1558943523462752,2.191589880535186,0.0054252332382938
64,ca-committed,2.586689749263524,0.9718944169036353,3.2806522293194957,0.004905676626141296
65,ca-committed,2.566819810557356,0.924608116775143,1.8983102573121227,0.002673168779181127
66,ca-committed,2.9832905054868957,1.002345885886752,1.14332828102847,0.00044048984862054885
67,ca-committed,2.7485299638973153,0.9407360785835317,2.813291614703261,0.0011687528123651774
68,ca-committed,2.8170089310764155,0.8714902557371007,3.8321825434654344,0.0021282837421724684
69,ca-committed,3.176970018673872,1.143829161288311,4.029406339947021,0.0027104148533668698
70,ca-committed,4.370741893841985,0.7948708943363515,2.5586228415690013,0.006467077949743181
71,ca-committed,2.919992413561823,0.9641625263539557,1.7809212764244269,0.0004835443795035312
72,ca-committed,2.5060468256784043,1.087224656655899,3.07683134232452,0.004102678019130842
73,ca-committed,2.8633336548025095,1.005430954367099,4.31070645740033,-0.0018136183152753613
74,ca-committed,3.1555211786672857,1.0660915609106685,2.5498773953687808,0.0007462522234132059
75,ca-committed,1.9836094335683108,0.9418975128928976,2.280707341623657,0.002873319457702422
76,ca-committed,2.1103421369176494,0.9486658887570006,2.4893464679831894,0.0033245886951194163
77,ca-committed,4.318026131562321,1.0793264934484905,1.3575675660894095,0.002248260943127922
78,ca-committed,2.8844152250125776,1.1670452370854836,2.3797468982545835,-0.00017445107088893418
79,ca-committed,3.720045790107907,0.9647171596724673,3.14234351274001,0.004379505941407501
