run_id,scenario_id,F27,F29,F30,F31
0,ca-aggressive,2.628684147946328,0.9137388359601215,2.57012861107173,0.0010854944539415664
1,ca-aggressive,2.4709729577771897,1.129324562866159,4.444660012621089,0.004645410855424895
2,ca-aggressive,3.52644162239381,1.291663464572623,2.5450668522650206,0.0035430427214349627
3,ca-aggressive,3.9574234085033435,1.129098412805261,2.038991510177043,0.003208168571866855
4,ca-aggressive,4.103959736485227,1.0881865302658886,1.5638070943340194,0.0015988115807599186
5,ca-aggressive,3.6658920666751396,1.2710748806953933,1.7769683632818056,0.0060243828330490586
6,ca-aggressive,3.217143225701213,1.2804312385074694,2.505054957922681,0.002934618338074548
7,ca-aggressive,3.9387005123161156,1.0377234881067985,3.0947768483533764,0.004414369373802954
8,ca-aggressive,3.9203587543104668,0.891413799656286,3.5312782750369034,0.002390716742520044
9,ca-aggressive,2.302076627640645,1.22714042919982,3.5888171897273824,0.006942011720499684
10,ca-aggressive,3.852472779121789,1.0799817739621544,3.8971050727690106,0.000982107845739491
11,ca-aggressive,3.789991275844711,0.91441874550835,2.454139230988745,0.004170256851478379
12,ca-aggressive,3.2818952077018793,1.0712428230096995,4.574558318753889,0.005959496366535675
13,ca-aggressive,2.6091908653451465,1.2573546357141643,2.2283331269415645,0.0029862152760226682
14,ca-aggressive,2.9620004716868498,1.0180245836451027,2.1304212869511563,-0.0006382806081342096
15,ca-aggressive,2.733565371091909,1.18016027491759,2.6914063520035274,0.0016345223576882803
16,ca-aggressive,2.16693102008585,0.8257793026627157,2.9067184136249953,0.0005569868705144643
17,ca-aggressive,2.8542203392274965,1.0772155891793647,3.0908344632404914,0.0016199273376928144
18,ca-aggressive,1.9935921082219958,0.8976254705066724,3.590167452140615,-0.0009004676218812375
19,ca-aggressive,3.097909375696184,0.9822245570942782,2.7097939906503314,0.0037691313917588573
20,ca-aggressive,2.5645597048117668,1.0981602290512726,3.0584815371730194,0.0015336418058693397
21,ca-aggressive,3.086998015472801,1.0975048331211616,3.216522600688761,0.003272853315222818
22,ca-aggressive,3.316154491687901,0.8020418553483106,4.662403947518697,0.001866074148646164
23,ca-aggressive,4.0061728714559015,0.9498871637839161,4.0761988856656775,-0.0005715160276690728
24,ca-aggressive,3.0266549997287875,0.9427151510036931,1.9035425320706612,0.002583154221033362
25,ca-aggressive,3.3455598521101955,0.9810852846474425,2.8971768733835317,0.0034408222250806642
26,ca-aggressive,3.7412752719208067,0.9161163516426365,3.4023367556893316,0.0007072790693365066
27,ca-aggressive,2.398574910282148,1.0323703061561453,3.1663743902977117,0.003027480653703582
28,ca-aggressive,2.778931103280857,1.2953030303370607,2.8110886432904127,0.0008612825689865876
29,ca-aggressive,4.214953439960121,1.0616251147920712,1.490881729725721,0.0017471462491304558
30,ca-aggressive,2.8280751063996115,1.081188115905456,2.869843637553848,0.0010294467498226793
31,ca-aggressive,3.2686867529117745,1.136736118242482,1.29320524160708,0.0018799082776848309
32,ca-aggressive,2.190734038213722,0.8863956883861419,2.944847614273124,0.000722738926241407
33,ca-aggressive,4.204655747705044,1.1144132527305497,4.340433415887423,0.0013662368596226156
34,ca-aggressive,2.848525974795419,0.9890035700648843,2.7250172029804465,0.0019212063733435683
35,ca-aggressive,3.0100742096161803,0.7840611185882976,2.3279185086450944,0.0017324224027517007
36,ca-aggressive,4.1630567995923435,1.013357849842012,3.0659202077452017,-0.000863186168811446
37,ca-aggressive,2.494453021431204,0.9889773093404245,2.5660695988499307,0.0024745630274092866
38,ca-aggressive,2.507244640144298,1.1011128271643402,2.273778335954577,-7.331374582706429e-05
39,ca-aggressive,3.1348557006999154,0.9957873248941032,2.2353472061443855,-0.002118814261681398
40,ca-aggressive,2.9837814378864604,1.022637261020059,3.8054106993328713,0.0016962360456518875
41,ca-aggressive,2.6386690507080393,1.2050892580297061,2.551485577927106,-0.0007560974864949044
42,ca-aggressive,3.6713591885632577,0.9849552598848467,2.551452811965666,-0.0012159136435935887
43,ca-aggressive,3.520772063235194,0.875515496477129,3.9657145400517644,0.0037664199059034066
44,ca-aggressive,1.881290206905332,1.0104900258046157,2.3503138352351938,0.003560588446001048
45,ca-aggressive,2.141873330448815,0.999832304200426,1.8664023254112077,-0.00020089079164921887
46,ca-aggressive,2.3622683681570287,1.182667165966359,4.853242193104039,0.003682718826762246
47,ca-aggressive,3.226751017049434,0.8496644100289061,4.094749068317986,0.0017066428371134452
48,ca-aggressive,2.970557325149,0.9906510250279071,4.702132736984088,0.002987874690003939
49,ca-aggressive,2.2750811141367997,0.935372750261636,2.4012965372396327,0.003125722605447497
50,ca-aggressive,3.1491550913574655,1.2489517743416378,2.665018400214272,0.0038317274166622737
51,ca-aggressive,2.5117813918243095,0.8966393094003249,4.099668168379503,0.003912213024453819
52,ca-aggressive,4.0338645476785215,1.1896828630917768,3.437459710275695,0.0013960985435132374
53,ca-aggressive,2.045551101643732,0.8325181851026823,4.550526388607042,0.003789749701753351
54,ca-aggressive,4.665032652357604,0.8052944866945977,2.462241136905695,0.0046505739073376086
55,ca-aggressive,2.9887235707954147,1.182610875244938,2.44625612143383,0.0009477840970154301
56,ca-aggressive,3.743289215863115,0.9070130750748995,1.8322876026575572,0.002298479115576581
57,ca-aggressive,4.7964687256304614,0.9192744379141589,1.5645619184921045,0.0032722735887173223
58,ca-aggressive,3.4915757763925797,1.1354270492978484,3.353213541179877,0.0014388707783330066
59,ca-aggressive,4.898123959744253,0.9944251992711145,2.3012314006885113,-8.413145507646292e-05
60,ca-aggressive,2.2013198006748538,1.0901681127874494,3.074108000665955,0.003459693058568345
61,ca-aggressive,3.460032976366617,1.036057247375512,2.5317180714853347,0.003382446030071644
62,ca-aggressive,1.9292703345006255,0.9792952574071383,3.4127750014291447,0.0025800169809754915
63,ca-aggressive,3.596785075218905,0.7961620546759598,1.6103844570367714,-0.000782654881978388
64,ca-aggressive,2.6504861675151816,1.176931362295536,4.276475121951511,0.0023174517205178068
65,ca-aggressive,3.025390377321987,0.927650802494026,2.1223890368670753,0.00031340789884641817
66,ca-aggressive,2.2137387696506785,0.951765649754496,3.8593429788576654,0.0021258524503801456
67,ca-aggressive,3.572795348836741,0.9920429455934503,3.8911170698292725,0.005254287026133331
68,ca-aggressive,3.568919849068216,1.132522082833654,4.145315027108689,-0.0006752665033032517
69,ca-aggressive,2.2494794869028403,0.9623173462902579,2.866781125215931,-0.0028993002135562947
70,ca-aggressive,3.5743314833830473,0.9025932571542237,2.9277411617717157,0.0021794219864549893
71,ca-aggressive,2.808094894845786,0.7950545470963977,3.9592921987502323,-0.0022775778543081293
72,ca-aggressive,2.899075848068535,1.2146598641920585,3.05244370380497,0.0024931219338145795
73,ca-aggressive,2.6035949871696857,0.8248813169082355,4.072682759077603,0.00018313660470699645
74,ca-aggressive,3.1829266836938848,1.3438210272643487,3.5188401200819817,0.003625835681922154
75,ca-aggressive,3.857650861711968,1.2441419247255605,3.1298759379310708,0.0025211630220677156
76,ca-aggressive,4.2241906214359455,0.9027316737553736,2.482403087376724,0.0021982269587319633
77,ca-aggressive,4.475711561766789,0.9138876177703434,4.248731096560793,-0.0003056566079569119
78,ca-aggressive,3.6009676441391614,0.8004938753458968,4.09084740025218,0.0029559600782705334
79,ca-aggressive,3.617710062727327,1.3216952023242923,3.179895406737928,0.00394186316096891
